SKU,EBO_Qty,D2C_Qty,Total_Qty,Bagalur,EBO_Transfer,D2C_Transfer,Total_3PL_Transfer,Bhiwandi,Kolkata,Gurgaon
BTB145DTE030,6.0,17.0,23,23,0,0,0,0,0,0
BTB145DTE032,2.0,20.0,22,22,0,0,0,0,0,0
BTB145DTE034,7.0,11.0,18,18,0,0,0,0,0,0
BTB145DTE036,0.0,15.0,15,15,0,0,0,0,0,0
BTB145LBE030,0.0,15.0,15,15,0,0,0,0,0,0
BTB145LBE032,2.0,14.0,16,16,0,0,0,0,0,0
BTB145LBE034,0.0,10.0,10,10,0,0,0,0,0,0
BTB145LBE036,0.0,12.0,12,12,0,0,0,0,0,0
BTB145NVY030,0.0,8.0,8,8,0,0,0,0,0,0
BTB145NVY032,3.0,11.0,14,14,0,0,0,0,0,0
BTB145NVY034,0.0,12.0,12,12,0,0,0,0,0,0
BTB145NVY036,0.0,6.0,6,6,0,0,0,0,0,0
BTB145PAE030,4.0,17.0,21,21,0,0,0,0,0,0
BTB145PAE032,0.0,27.0,27,23,0,4,4,2,2,0
BTB145PAE034,7.0,11.0,18,18,0,0,0,0,0,0
BTB145PAE036,0.0,11.0,11,11,0,0,0,0,0,0
BTB145TLE030,5.0,18.0,23,23,0,0,0,0,0,0
BTB145TLE032,3.0,21.0,24,23,0,1,1,0,0,1
BTB145TLE034,3.0,20.0,23,23,0,0,0,0,0,0
BTB145TLE036,0.0,6.0,6,6,0,0,0,0,0,0
BTB146BTE032,0.0,1.0,1,1,0,0,0,0,0,0
BTB146DTE032,0.0,1.0,1,1,0,0,0,0,0,0
BTB146DTE034,0.0,1.0,1,1,0,0,0,0,0,0
BTB146PAE034,0.0,3.0,3,3,0,0,0,0,0,0
BTB146PAE036,0.0,3.0,3,3,0,0,0,0,0,0
BTB150BLK030,0.0,3.0,3,3,0,0,0,0,0,0
BTB150BLK032,0.0,1.0,1,1,0,0,0,0,0,0
BTB150BLK034,0.0,1.0,1,1,0,0,0,0,0,0
BTB150BRD030,0.0,12.0,12,12,0,0,0,0,0,0
BTB150BRD032,0.0,5.0,5,5,0,0,0,0,0,0
BTB150BRD034,0.0,2.0,2,2,0,0,0,0,0,0
BTB150BRD036,0.0,5.0,5,5,0,0,0,0,0,0
BTB150BTD030,0.0,4.0,4,4,0,0,0,0,0,0
BTB150BTD032,0.0,4.0,4,4,0,0,0,0,0,0
BTB150BTD034,0.0,10.0,10,10,0,0,0,0,0,0
BTB150BTD036,0.0,1.0,1,1,0,0,0,0,0,0
BTB150LGN030,0.0,3.0,3,3,0,0,0,0,0,0
BTB150LGN034,0.0,2.0,2,2,0,0,0,0,0,0
BTB150MBN030,0.0,10.0,10,10,0,0,0,0,0,0
BTB150MBN032,0.0,9.0,9,9,0,0,0,0,0,0
BTB150MBN034,0.0,4.0,4,4,0,0,0,0,0,0
BTB150MBN036,0.0,12.0,12,12,0,0,0,0,0,0
BTB150MGO030,0.0,1.0,1,1,0,0,0,0,0,0
BTB150MGO034,0.0,1.0,1,1,0,0,0,0,0,0
BTB150MGO036,0.0,1.0,1,1,0,0,0,0,0,0
BTB150OFW032,0.0,1.0,1,1,0,0,0,0,0,0
BTB150OFW034,0.0,0.0,0,0,0,0,0,0,0,0
BTB150OFW036,0.0,1.0,1,1,0,0,0,0,0,0
BTB150PGN030,0.0,5.0,5,5,0,0,0,0,0,0
BTB150PGN032,0.0,4.0,4,4,0,0,0,0,0,0
BTB150PGN034,0.0,1.0,1,1,0,0,0,0,0,0
BTB150PGN036,0.0,1.0,1,1,0,0,0,0,0,0
BTB151BLK030,0.0,15.0,15,15,0,0,0,0,0,0
BTB151BLK032,0.0,18.0,18,18,0,0,0,0,0,0
BTB151BLK034,0.0,3.0,3,3,0,0,0,0,0,0
BTB151BLK036,0.0,3.0,3,3,0,0,0,0,0,0
BTB151BRD030,0.0,6.0,6,6,0,0,0,0,0,0
BTB151BRD032,0.0,1.0,1,1,0,0,0,0,0,0
BTB151BRD034,0.0,1.0,1,1,0,0,0,0,0,0
BTB151BTD030,0.0,10.0,10,10,0,0,0,0,0,0
BTB151BTD032,0.0,1.0,1,1,0,0,0,0,0,0
BTB151BTD034,0.0,1.0,1,1,0,0,0,0,0,0
BTB151BTD036,0.0,1.0,1,1,0,0,0,0,0,0
BTB151LGN030,0.0,13.0,13,13,0,0,0,0,0,0
BTB151LGN032,0.0,4.0,4,4,0,0,0,0,0,0
BTB151LGN034,0.0,1.0,1,1,0,0,0,0,0,0
BTB151MBN030,0.0,21.0,21,20,0,1,1,0,0,1
BTB151MBN032,0.0,17.0,17,17,0,0,0,0,0,0
BTB151MBN034,0.0,1.0,1,1,0,0,0,0,0,0
BTB151MGO030,0.0,12.0,12,12,0,0,0,0,0,0
BTB151MGO032,0.0,7.0,7,7,0,0,0,0,0,0
BTB151MGO034,0.0,0.0,0,0,0,0,0,0,0,0
BTB151MGO036,0.0,1.0,1,1,0,0,0,0,0,0
BTB151OFW030,0.0,12.0,12,12,0,0,0,0,0,0
BTB151OFW032,0.0,5.0,5,5,0,0,0,0,0,0
BTB151OFW036,0.0,0.0,0,0,0,0,0,0,0,0
BTB151PGN030,0.0,29.0,29,25,0,4,4,2,2,0
BTB151PGN032,0.0,0.0,0,0,0,0,0,0,0,0
BTB151PGN034,0.0,0.0,0,0,0,0,0,0,0,0
BTB151PGN036,0.0,1.0,1,1,0,0,0,0,0,0
BTB152BLK030,0.0,4.0,4,4,0,0,0,0,0,0
BTB152BLK032,0.0,8.0,8,8,0,0,0,0,0,0
BTB152BTE030,0.0,5.0,5,5,0,0,0,0,0,0
BTB152BTE032,0.0,7.0,7,7,0,0,0,0,0,0
BTB152BTE034,0.0,0.0,0,0,0,0,0,0,0,0
BTB152BTE036,0.0,0.0,0,0,0,0,0,0,0,0
BTB152DRD030,0.0,4.0,4,4,0,0,0,0,0,0
BTB152DRD032,0.0,5.0,5,5,0,0,0,0,0,0
BTB152DRD034,0.0,7.0,7,7,0,0,0,0,0,0
BTB152DRD036,0.0,0.0,0,0,0,0,0,0,0,0
BTB152DTE030,0.0,6.0,6,6,0,0,0,0,0,0
BTB152DTE032,0.0,9.0,9,9,0,0,0,0,0,0
BTB152DTE034,0.0,0.0,0,0,0,0,0,0,0,0
BTB152DTE036,0.0,0.0,0,0,0,0,0,0,0,0
BTB152LBE030,0.0,5.0,5,5,0,0,0,0,0,0
BTB152LBE032,0.0,2.0,2,2,0,0,0,0,0,0
BTB152LBE034,0.0,1.0,1,1,0,0,0,0,0,0
BTB152LBE036,0.0,1.0,1,1,0,0,0,0,0,0
BTB152NVY030,0.0,6.0,6,6,0,0,0,0,0,0
BTB152NVY032,0.0,2.0,2,2,0,0,0,0,0,0
BTB152NVY034,0.0,1.0,1,1,0,0,0,0,0,0
BTB152NVY036,0.0,0.0,0,0,0,0,0,0,0,0
BTB152PAE030,0.0,4.0,4,4,0,0,0,0,0,0
BTB152PAE032,0.0,4.0,4,4,0,0,0,0,0,0
BTB152PAE034,0.0,3.0,3,3,0,0,0,0,0,0
BTB152PAE036,0.0,0.0,0,0,0,0,0,0,0,0
BTB152TLE030,0.0,7.0,7,7,0,0,0,0,0,0
BTB152TLE032,0.0,12.0,12,12,0,0,0,0,0,0
BTB152TLE034,0.0,0.0,0,0,0,0,0,0,0,0
BTB152TLE036,0.0,1.0,1,1,0,0,0,0,0,0
BTB155BLK10Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB155BLK14Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB155BRD10Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB155BRD12Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB155BTD10Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB155BTD12Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB155MBN10Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB155MBN12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB155OFW10Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB155OFW12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB155PGN10Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB155PGN12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB155PGN14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB159AGY08Y003,0.0,5.0,5,5,0,0,0,0,0,0
BTB159AGY10Y003,0.0,2.0,2,2,0,0,0,0,0,0
BTB159AGY12Y003,0.0,1.0,1,1,0,0,0,0,0,0
BTB159AGY14Y003,0.0,6.0,6,6,0,0,0,0,0,0
BTB159BLE06Y005,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BLE08Y005,0.0,7.0,7,7,0,0,0,0,0,0
BTB159BLE10Y005,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BLE12Y005,0.0,13.0,13,13,0,0,0,0,0,0
BTB159BLE14Y005,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BLK030,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BLK036,0.0,0.0,0,0,0,0,0,0,0,0
BTB159BLK08Y003,0.0,9.0,9,9,0,0,0,0,0,0
BTB159BLK10Y003,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BLK12Y003,0.0,0.0,0,0,0,0,0,0,0,0
BTB159BLK14Y003,0.0,4.0,4,4,0,0,0,0,0,0
BTB159BLT030,0.0,8.0,8,8,0,0,0,0,0,0
BTB159BLT032,0.0,3.0,3,3,0,0,0,0,0,0
BTB159BLT034,0.0,3.0,3,3,0,0,0,0,0,0
BTB159BLT036,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BOE08Y004,0.0,3.0,3,3,0,0,0,0,0,0
BTB159BOE10Y004,0.0,5.0,5,5,0,0,0,0,0,0
BTB159BOE12Y004,0.0,2.0,2,2,0,0,0,0,0,0
BTB159BOE14Y004,0.0,6.0,6,6,0,0,0,0,0,0
BTB159BRD030,0.0,9.0,9,9,0,0,0,0,0,0
BTB159BRD032,0.0,2.0,2,2,0,0,0,0,0,0
BTB159BRD034,0.0,0.0,0,0,0,0,0,0,0,0
BTB159BTD08Y003,0.0,12.0,12,12,0,0,0,0,0,0
BTB159BTD10Y003,0.0,0.0,0,0,0,0,0,0,0,0
BTB159BTD12Y003,0.0,1.0,1,1,0,0,0,0,0,0
BTB159BTD14Y003,0.0,9.0,9,9,0,0,0,0,0,0
BTB159CFK06Y005,0.0,6.0,6,6,0,0,0,0,0,0
BTB159CFK08Y005,0.0,6.0,6,6,0,0,0,0,0,0
BTB159CFK10Y005,0.0,11.0,11,11,0,0,0,0,0,0
BTB159CFK12Y005,10.0,12.0,22,22,0,0,0,0,0,0
BTB159CFK14Y005,4.0,11.0,15,15,0,0,0,0,0,0
BTB159CTF08Y004,0.0,2.0,2,2,0,0,0,0,0,0
BTB159CTF10Y004,0.0,2.0,2,2,0,0,0,0,0,0
BTB159GJD08Y004,0.0,4.0,4,4,0,0,0,0,0,0
BTB159GJD10Y004,0.0,0.0,0,0,0,0,0,0,0,0
BTB159GJD12Y004,0.0,3.0,3,3,0,0,0,0,0,0
BTB159GJD14Y004,0.0,4.0,4,4,0,0,0,0,0,0
BTB159HTR06Y005,0.0,6.0,6,6,0,0,0,0,0,0
BTB159HTR08Y005,0.0,5.0,5,5,0,0,0,0,0,0
BTB159HTR10Y005,0.0,10.0,10,10,0,0,0,0,0,0
BTB159HTR12Y005,0.0,14.0,14,14,0,0,0,0,0,0
BTB159HTR14Y005,0.0,4.0,4,4,0,0,0,0,0,0
BTB159MSA08Y003,0.0,14.0,14,14,0,0,0,0,0,0
BTB159MSA10Y003,0.0,7.0,7,7,0,0,0,0,0,0
BTB159MSA12Y003,0.0,1.0,1,1,0,0,0,0,0,0
BTB159MSA14Y003,9.0,21.0,30,29,0,1,1,0,0,1
BTB159MYE06Y005,0.0,4.0,4,4,0,0,0,0,0,0
BTB159MYE08Y005,0.0,0.0,0,0,0,0,0,0,0,0
BTB159MYE10Y005,0.0,5.0,5,5,0,0,0,0,0,0
BTB159MYE12Y005,7.0,10.0,17,17,0,0,0,0,0,0
BTB159MYE14Y005,14.0,13.0,27,27,0,0,0,0,0,0
BTB159OFW06Y005,0.0,5.0,5,5,0,0,0,0,0,0
BTB159OFW08Y005,0.0,13.0,13,13,0,0,0,0,0,0
BTB159OFW10Y002,0.0,2.0,2,2,0,0,0,0,0,0
BTB159OFW10Y005,0.0,27.0,27,23,0,4,4,2,2,0
BTB159OFW12Y005,0.0,30.0,30,26,0,4,4,2,2,0
BTB159OFW14Y002,0.0,1.0,1,1,0,0,0,0,0,0
BTB159OFW14Y005,0.0,20.0,20,20,0,0,0,0,0,0
BTB159OGY08Y004,0.0,10.0,10,10,0,0,0,0,0,0
BTB159OGY10Y004,0.0,7.0,7,7,0,0,0,0,0,0
BTB159OGY12Y004,0.0,11.0,11,11,0,0,0,0,0,0
BTB159OGY14Y004,0.0,4.0,4,4,0,0,0,0,0,0
BTB159OLD08Y004,0.0,5.0,5,5,0,0,0,0,0,0
BTB159OLD10Y004,0.0,5.0,5,5,0,0,0,0,0,0
BTB159OLD12Y004,0.0,8.0,8,8,0,0,0,0,0,0
BTB159OLD14Y002,0.0,1.0,1,1,0,0,0,0,0,0
BTB159OLD14Y004,0.0,2.0,2,2,0,0,0,0,0,0
BTB159PKN10Y002,0.0,1.0,1,1,0,0,0,0,0,0
BTB159PKN12Y002,0.0,1.0,1,1,0,0,0,0,0,0
BTB159PKN14Y002,0.0,1.0,1,1,0,0,0,0,0,0
BTB159RYB030,0.0,8.0,8,8,0,0,0,0,0,0
BTB159RYB032,0.0,3.0,3,3,0,0,0,0,0,0
BTB159RYB034,0.0,1.0,1,1,0,0,0,0,0,0
BTB159SDL08Y003,0.0,7.0,7,7,0,0,0,0,0,0
BTB159SDL12Y003,0.0,2.0,2,2,0,0,0,0,0,0
BTB159TLE030,0.0,11.0,11,11,0,0,0,0,0,0
BTB159TLE032,0.0,6.0,6,6,0,0,0,0,0,0
BTB159TLE036,0.0,4.0,4,4,0,0,0,0,0,0
BTB159WHT030,0.0,7.0,7,7,0,0,0,0,0,0
BTB159WHT032,0.0,5.0,5,5,0,0,0,0,0,0
BTB159WHT08Y003,0.0,2.0,2,2,0,0,0,0,0,0
BTB159WHT08Y004,0.0,5.0,5,5,0,0,0,0,0,0
BTB159WHT10Y003,0.0,1.0,1,1,0,0,0,0,0,0
BTB159WHT14Y003,0.0,2.0,2,2,0,0,0,0,0,0
BTB159WHT14Y004,0.0,7.0,7,7,0,0,0,0,0,0
BTB159WLG06Y005,0.0,4.0,4,4,0,0,0,0,0,0
BTB159WLG08Y005,0.0,3.0,3,3,0,0,0,0,0,0
BTB159WLG10Y005,0.0,0.0,0,0,0,0,0,0,0,0
BTB159WLG12Y005,0.0,6.0,6,6,0,0,0,0,0,0
BTB159WLG14Y005,0.0,7.0,7,7,0,0,0,0,0,0
BTB163AQS08Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB163AQS10Y,0.0,11.0,11,11,0,0,0,0,0,0
BTB163AQS12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB163AQS14Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB163BLE06Y002,0.0,11.0,11,11,0,0,0,0,0,0
BTB163BLE08Y002,0.0,9.0,9,9,0,0,0,0,0,0
BTB163BLE10Y002,0.0,19.0,19,19,0,0,0,0,0,0
BTB163BLE12Y002,1.0,24.0,25,21,0,4,4,2,2,0
BTB163BLE14Y002,3.0,22.0,25,23,0,2,2,1,1,0
BTB163BLK08Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB163BLK10Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB163BLK12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB163BLK14Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB163CFK06Y002,0.0,9.0,9,9,0,0,0,0,0,0
BTB163CFK08Y002,0.0,5.0,5,5,0,0,0,0,0,0
BTB163CFK10Y002,2.0,12.0,14,14,0,0,0,0,0,0
BTB163CFK12Y002,3.0,12.0,15,15,0,0,0,0,0,0
BTB163CFK14Y002,24.0,15.0,39,39,0,0,0,0,0,0
BTB163DPK06Y002,0.0,6.0,6,6,0,0,0,0,0,0
BTB163DPK08Y002,0.0,7.0,7,7,0,0,0,0,0,0
BTB163DPK10Y002,0.0,5.0,5,5,0,0,0,0,0,0
BTB163DPK12Y002,0.0,9.0,9,9,0,0,0,0,0,0
BTB163DPK14Y002,24.0,13.0,37,37,0,0,0,0,0,0
BTB163LBE08Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB163LBE12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB163LBE14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB163MGO08Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB163MGO10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB163MGO12Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB163MGO14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB163MYE06Y002,0.0,13.0,13,13,0,0,0,0,0,0
BTB163MYE08Y002,0.0,5.0,5,5,0,0,0,0,0,0
BTB163MYE10Y002,0.0,6.0,6,6,0,0,0,0,0,0
BTB163MYE12Y002,7.0,14.0,21,21,0,0,0,0,0,0
BTB163MYE14Y002,24.0,15.0,39,39,0,0,0,0,0,0
BTB163OFW06Y002,0.0,7.0,7,7,0,0,0,0,0,0
BTB163OFW08Y002,0.0,8.0,8,8,0,0,0,0,0,0
BTB163OFW10Y002,0.0,20.0,20,20,0,0,0,0,0,0
BTB163OFW12Y002,0.0,25.0,25,21,0,4,4,2,2,0
BTB163OFW14Y002,0.0,22.0,22,20,0,2,2,1,1,0
BTB163SDL08Y,2.0,11.0,13,13,0,0,0,0,0,0
BTB163SDL10Y,4.0,13.0,17,17,0,0,0,0,0,0
BTB163SDL12Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB163SDL14Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB163WHT08Y,0.0,13.0,13,13,0,0,0,0,0,0
BTB163WHT10Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB163WHT12Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB163WLG06Y002,1.0,11.0,12,12,0,0,0,0,0,0
BTB163WLG08Y002,2.0,12.0,14,14,0,0,0,0,0,0
BTB163WLG10Y002,1.0,30.0,31,27,0,4,4,2,2,0
BTB163WLG12Y002,1.0,26.0,27,23,0,4,4,2,2,0
BTB163WLG14Y002,6.0,16.0,22,22,0,0,0,0,0,0
BTB166AQS08Y,2.0,14.0,16,16,0,0,0,0,0,0
BTB166AQS08Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166AQS10Y,3.0,17.0,20,20,0,0,0,0,0,0
BTB166AQS10Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166AQS12Y,1.0,19.0,20,20,0,0,0,0,0,0
BTB166AQS12Y399,2.0,11.0,13,13,0,0,0,0,0,0
BTB166AQS14Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB166AQS14Y399,0.0,12.0,12,12,0,0,0,0,0,0
BTB166BLK08Y,4.0,16.0,20,20,0,0,0,0,0,0
BTB166BLK08Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166BLK10Y,6.0,14.0,20,20,0,0,0,0,0,0
BTB166BLK10Y399,0.0,5.0,5,5,0,0,0,0,0,0
BTB166BLK12Y,0.0,11.0,11,11,0,0,0,0,0,0
BTB166BLK12Y399,0.0,12.0,12,12,0,0,0,0,0,0
BTB166BLK14Y,0.0,9.0,9,9,0,0,0,0,0,0
BTB166BLK14Y399,0.0,11.0,11,11,0,0,0,0,0,0
BTB166BTD08Y,5.0,15.0,20,20,0,0,0,0,0,0
BTB166BTD08Y399,0.0,10.0,10,10,0,0,0,0,0,0
BTB166BTD10Y,11.0,16.0,27,27,0,0,0,0,0,0
BTB166BTD10Y399,0.0,10.0,10,10,0,0,0,0,0,0
BTB166BTD12Y,1.0,14.0,15,15,0,0,0,0,0,0
BTB166BTD12Y399,0.0,14.0,14,14,0,0,0,0,0,0
BTB166BTD14Y,0.0,10.0,10,10,0,0,0,0,0,0
BTB166BTD14Y399,9.0,10.0,19,19,0,0,0,0,0,0
BTB166OFW08Y,10.0,27.0,37,32,0,5,5,2,2,1
BTB166OFW08Y399,0.0,10.0,10,10,0,0,0,0,0,0
BTB166OFW10Y,5.0,22.0,27,25,0,2,2,1,1,0
BTB166OFW10Y399,0.0,9.0,9,9,0,0,0,0,0,0
BTB166OFW12Y,4.0,17.0,21,21,0,0,0,0,0,0
BTB166OFW12Y399,0.0,11.0,11,11,0,0,0,0,0,0
BTB166OFW14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB166OFW14Y399,0.0,9.0,9,9,0,0,0,0,0,0
BTB166RED08Y,2.0,11.0,13,13,0,0,0,0,0,0
BTB166RED08Y399,0.0,5.0,5,5,0,0,0,0,0,0
BTB166RED10Y,2.0,12.0,14,14,0,0,0,0,0,0
BTB166RED10Y399,0.0,5.0,5,5,0,0,0,0,0,0
BTB166RED12Y,15.0,12.0,27,27,0,0,0,0,0,0
BTB166RED12Y399,0.0,12.0,12,12,0,0,0,0,0,0
BTB166RED14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB166RED14Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166WGN08Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB166WGN08Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166WGN10Y,8.0,12.0,20,20,0,0,0,0,0,0
BTB166WGN10Y399,0.0,7.0,7,7,0,0,0,0,0,0
BTB166WGN12Y,0.0,12.0,12,12,0,0,0,0,0,0
BTB166WGN12Y399,2.0,11.0,13,13,0,0,0,0,0,0
BTB166WGN14Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB166WGN14Y399,0.0,12.0,12,12,0,0,0,0,0,0
BTB168AQS08Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB168AQS10Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB168AQS14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB168BLK08Y,0.0,9.0,9,9,0,0,0,0,0,0
BTB168BLK14Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB168GVE08Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB168GVE10Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB168GVE12Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB168GVE14Y,0.0,11.0,11,11,0,0,0,0,0,0
BTB168LTN08Y,0.0,15.0,15,15,0,0,0,0,0,0
BTB168LTN10Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB168LTN12Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB168LTN14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB168RED08Y,0.0,12.0,12,12,0,0,0,0,0,0
BTB168RED10Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB168RED14Y,0.0,11.0,11,11,0,0,0,0,0,0
BTB168SDL08Y,0.0,17.0,17,17,0,0,0,0,0,0
BTB168SDL10Y,0.0,8.0,8,8,0,0,0,0,0,0
BTB168SDL12Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB168SDL14Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB169BAM08Y,0.0,9.0,9,9,0,0,0,0,0,0
BTB169BAM10Y,0.0,11.0,11,11,0,0,0,0,0,0
BTB169BAM12Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB169BAM14Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB169BBT08Y,0.0,10.0,10,10,0,0,0,0,0,0
BTB169BBT10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB169BBT12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169BBT14Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB169BHG08Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB169BHG10Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB169BHG12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169BKR08Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB169BKR10Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB169BKR12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169BKR14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169BMA08Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB169BMA10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB169BMA12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169BMA14Y,0.0,13.0,13,13,0,0,0,0,0,0
BTB169CNA08Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB169CNA10Y,0.0,14.0,14,14,0,0,0,0,0,0
BTB169CNA12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169CNA14Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB169CNR08Y,2.0,13.0,15,15,0,0,0,0,0,0
BTB169CNR10Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB169CNR12Y,8.0,11.0,19,19,0,0,0,0,0,0
BTB169CNR14Y,0.0,12.0,12,12,0,0,0,0,0,0
BTB169LNS08Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169LNS10Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB169LNS12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169LNT08Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB169LNT10Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB169LNT12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169LNW08Y,0.0,9.0,9,9,0,0,0,0,0,0
BTB169LNW10Y,0.0,9.0,9,9,0,0,0,0,0,0
BTB169LNW12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169LNW14Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169NBO08Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169NBO10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB169NBO12Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB169NBO14Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169NBV08Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB169NBV10Y,0.0,8.0,8,8,0,0,0,0,0,0
BTB169NBV12Y,0.0,1.0,1,1,0,0,0,0,0,0
BTB169NBV14Y,0.0,0.0,0,0,0,0,0,0,0,0
BTB170BLK08Y,0.0,5.0,5,5,0,0,0,0,0,0
BTB170BLK10Y,0.0,8.0,8,8,0,0,0,0,0,0
BTB170BLK12Y,0.0,7.0,7,7,0,0,0,0,0,0
BTB170BLK14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB170BRD08Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB170BRD10Y,11.0,14.0,25,25,0,0,0,0,0,0
BTB170BRD12Y,0.0,14.0,14,14,0,0,0,0,0,0
BTB170BRD14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB170BTD08Y,0.0,3.0,3,3,0,0,0,0,0,0
BTB170BTD10Y,2.0,11.0,13,13,0,0,0,0,0,0
BTB170BTD12Y,0.0,10.0,10,10,0,0,0,0,0,0
BTB170BTD14Y,0.0,4.0,4,4,0,0,0,0,0,0
BTB170MBN08Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB170MBN10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB170MBN12Y,9.0,11.0,20,20,0,0,0,0,0,0
BTB170MBN14Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB170OFW08Y,0.0,2.0,2,2,0,0,0,0,0,0
BTB170OFW10Y,0.0,6.0,6,6,0,0,0,0,0,0
BTB170OFW12Y,0.0,3.0,3,3,0,0,0,0,0,0
