Each Client SKU ID,Style,Color,Size,Total Available Quantity In CM,Kolkata
MTP975NYB2XL629,P975,NYB,2XL,38,6
MTP975NYBLAR629,P975,NYB,LAR,81,14
MTP975NYBMED629,P975,NYB,MED,99,17
MTP975NYBXLR629,P975,NYB,XLR,82,14
MTP975TEL2XL629,P975,TEL,2XL,43,7
MTP975TELLAR629,P975,TEL,LAR,96,16
MTP975TELMED629,P975,TEL,MED,100,17
MTP975TELXLR629,P975,TEL,XLR,96,16
MTP975WHT2XL629,P975,WHT,2XL,43,7
MTP975WHTLAR629,P975,WHT,LAR,96,16
MTP975WHTMED629,P975,WHT,MED,99,17
MTP975WHTXLR629,P975,WHT,XLR,96,16
MTP981BLK2XL001399,P981,BLK,2XL,53,9
MTP981BLKLAR001399,P981,BLK,LAR,56,10
MTP981BLKMED001399,P981,BLK,MED,116,20
MTP981BLKXLR001399,P981,BLK,XLR,56,10
MTP981LTG2XL001399,P981,LTG,2XL,67,11
MTP981LTGLAR001399,P981,LTG,LAR,72,12
MTP981LTGMED001399,P981,LTG,MED,144,20
MTP981LTGXLR001399,P981,LTG,XLR,72,12
MTP981MTG2XL001399,P981,MTG,2XL,67,11
MTP981MTGLAR001399,P981,MTG,LAR,71,12
MTP981MTGMED001399,P981,MTG,MED,146,20
MTP981MTGXLR001399,P981,MTG,XLR,72,12
MTP981RED2XL001399,P981,RED,2XL,50,8
MTP981REDLAR001399,P981,RED,LAR,55,9
MTP981REDMED001399,P981,RED,MED,122,20
MTP981REDXLR001399,P981,RED,XLR,55,9
MTP981SKY2XL001399,P981,SKY,2XL,59,10
MTP981SKYLAR001399,P981,SKY,LAR,68,12
MTP981SKYMED001399,P981,SKY,MED,122,20
MTP981SKYXLR001399,P981,SKY,XLR,68,12
MTP981YLW2XL001399,P981,YLW,2XL,52,9
MTP981YLWLAR001399,P981,YLW,LAR,55,9
MTP981YLWMED001399,P981,YLW,MED,116,20
MTP981YLWXLR001399,P981,YLW,XLR,56,10
MTP982BLE2XL469,P982,BLE,2XL,30,5
MTP982BLELAR469,P982,BLE,LAR,68,12
MTP982BLEMED469,P982,BLE,MED,71,12
MTP982BLEXLR469,P982,BLE,XLR,67,11
MTP982BLKLAR469,P982,BLK,LAR,54,9
MTP982BLKMED469,P982,BLK,MED,71,12
MTP982BLKXLR469,P982,BLK,XLR,93,16
MTP982BRDLAR469,P982,BRD,LAR,54,9
MTP982BRDMED469,P982,BRD,MED,71,12
MTP982BRDXLR469,P982,BRD,XLR,54,9
MTP982BTELAR469,P982,BTE,LAR,55,9
MTP982BTEMED469,P982,BTE,MED,71,12
MTP982BTEXLR469,P982,BTE,XLR,54,9
MTP982LTG2XL469,P982,LTG,2XL,29,5
MTP982LTGLAR469,P982,LTG,LAR,68,12
MTP982LTGMED469,P982,LTG,MED,71,12
MTP982LTGXLR469,P982,LTG,XLR,68,12
MTP982WHT2XL469,P982,WHT,2XL,42,7
MTP982WHTLAR469,P982,WHT,LAR,96,16
MTP982WHTMED469,P982,WHT,MED,99,17
MTP982WHTXLR469,P982,WHT,XLR,97,16
MTP983BLK2XL569,P983,BLK,2XL,94,16
MTP983BLKLAR569,P983,BLK,LAR,217,30
MTP983BLKMED569,P983,BLK,MED,256,20
MTP983BLKXLR569,P983,BLK,XLR,219,30
MTP983BRD2XL569,P983,BRD,2XL,92,16
MTP983BRDLAR569,P983,BRD,LAR,218,30
MTP983BRDMED569,P983,BRD,MED,256,20
MTP983BRDXLR569,P983,BRD,XLR,218,30
MTP983BTE2XL569,P983,BTE,2XL,93,16
MTP983BTELAR569,P983,BTE,LAR,314,30
MTP983BTEMED569,P983,BTE,MED,256,20
MTP983BTEXLR569,P983,BTE,XLR,220,30
MTP983GFT2XL569,P983,GFT,2XL,100,17
MTP983GFTLAR569,P983,GFT,LAR,230,30
MTP983GFTMED569,P983,GFT,MED,262,20
MTP983GFTXLR569,P983,GFT,XLR,230,30
MTP983MNB2XL569,P983,MNB,2XL,100,17
MTP983MNBLAR569,P983,MNB,LAR,230,30
MTP983MNBMED569,P983,MNB,MED,262,20
MTP983MNBXLR569,P983,MNB,XLR,230,30
MTP983MTG2XL569,P983,MTG,2XL,95,16
MTP983MTGLAR569,P983,MTG,LAR,218,30
MTP983MTGMED569,P983,MTG,MED,256,20
MTP983MTGXLR569,P983,MTG,XLR,249,30
MTP991ASH2XL799,P991,ASH,2XL,62,11
MTP991ASHLAR799,P991,ASH,LAR,148,25
MTP991ASHMED799,P991,ASH,MED,154,20
MTP991ASHXLR799,P991,ASH,XLR,172,29
MTP991BLE2XL799,P991,BLE,2XL,62,11
MTP991BLELAR799,P991,BLE,LAR,146,25
MTP991BLEMED799,P991,BLE,MED,176,20
MTP991BLEXLR799,P991,BLE,XLR,170,29
MTP991BOE2XL799,P991,BOE,2XL,62,11
MTP991BOELAR799,P991,BOE,LAR,150,26
MTP991BOEMED799,P991,BOE,MED,155,20
MTP991BOEXLR799,P991,BOE,XLR,150,26
MTP991GFT2XL799,P991,GFT,2XL,66,11
MTP991GFTLAR799,P991,GFT,LAR,158,27
MTP991GFTMED799,P991,GFT,MED,164,20
MTP991GFTXLR799,P991,GFT,XLR,158,27
MTP991MTG2XL799,P991,MTG,2XL,82,14
MTP991MTGLAR799,P991,MTG,LAR,190,30
MTP991MTGMED799,P991,MTG,MED,192,20
MTP991MTGXLR799,P991,MTG,XLR,215,30
MTP991OGY2XL799,P991,OGY,2XL,68,12
MTP991OGYLAR799,P991,OGY,LAR,162,28
MTP991OGYMED799,P991,OGY,MED,162,20
MTP991OGYXLR799,P991,OGY,XLR,163,28
MVP847SYM2XL359,P847,SYM,2XL,64,11
MVP847SYMLAR359,P847,SYM,LAR,41,7
MVP847SYMXLR359,P847,SYM,XLR,48,8
MVP847VIM2XL359,P847,VIM,2XL,62,11
MVP847VIMLAR359,P847,VIM,LAR,33,6
MVP847VIMXLR359,P847,VIM,XLR,45,8
MVP860BLK2XL349,P860,BLK,2XL,86,15
MVP860BLKLAR349,P860,BLK,LAR,190,30
MVP860BLKMED349,P860,BLK,MED,177,20
MVP860BLKSML349,P860,BLK,SML,46,8
MVP860BLKXLR349,P860,BLK,XLR,126,22
MVP860MNB2XL349,P860,MNB,2XL,96,16
MVP860MNBLAR349,P860,MNB,LAR,198,30
MVP860MNBMED349,P860,MNB,MED,198,20
MVP860MNBSML349,P860,MNB,SML,54,9
MVP860MNBXLR349,P860,MNB,XLR,144,24
MVP860OGY2XL349,P860,OGY,2XL,96,16
MVP860OGYLAR349,P860,OGY,LAR,210,30
MVP860OGYMED349,P860,OGY,MED,198,20
MVP860OGYSML349,P860,OGY,SML,54,9
MVP860OGYXLR349,P860,OGY,XLR,144,24
MVP860RST2XL349,P860,RST,2XL,96,16
MVP860RSTLAR349,P860,RST,LAR,139,24
MVP860RSTMED349,P860,RST,MED,200,20
MVP860RSTSML349,P860,RST,SML,54,9
MVP860RSTXLR349,P860,RST,XLR,144,24
MVP860TEL2XL349,P860,TEL,2XL,102,17
MVP860TELLAR349,P860,TEL,LAR,227,30
MVP860TELMED349,P860,TEL,MED,204,20
MVP860TELSML349,P860,TEL,SML,60,10
MVP860TELXLR349,P860,TEL,XLR,156,27
MVP860WHT2XL349,P860,WHT,2XL,102,17
MVP860WHTLAR349,P860,WHT,LAR,228,30
MVP860WHTMED349,P860,WHT,MED,204,20
MVP860WHTSML349,P860,WHT,SML,60,10
MVP860WHTXLR349,P860,WHT,XLR,156,27
WBW130BLKXLR,W130,BLK,XLR,59,3
WBW145BLK2XL,W145,BLK,2XL,1009,10
WBW145BLKLAR,W145,BLK,LAR,1458,20
WBW145BLKMED,W145,BLK,MED,2002,15
WBW145BLKSML,W145,BLK,SML,1112,10
WBW145BLKXLR,W145,BLK,XLR,1566,20
WBW145GFT2XL,W145,GFT,2XL,461,10
WBW145GFTLAR,W145,GFT,LAR,733,20
WBW145GFTMED,W145,GFT,MED,1006,15
WBW145GFTSML,W145,GFT,SML,489,10
WBW145GFTXLR,W145,GFT,XLR,733,20
WBW145GVE2XL525,W145,GVE,2XL,463,10
WBW145GVELAR525,W145,GVE,LAR,726,20
WBW145GVEMED525,W145,GVE,MED,1007,15
WBW145GVESML525,W145,GVE,SML,487,10
WBW145GVEXLR525,W145,GVE,XLR,732,20
WBW145IRG2XL,W145,IRG,2XL,382,10
WBW145IRGLAR,W145,IRG,LAR,732,20
WBW145IRGMED,W145,IRG,MED,1004,15
WBW145IRGSML,W145,IRG,SML,483,10
WBW145IRGXLR,W145,IRG,XLR,729,20
WBW145NVY2XL,W145,NVY,2XL,457,10
WBW145NVYLAR,W145,NVY,LAR,728,20
WBW145NVYMED,W145,NVY,MED,973,15
WBW145NVYSML,W145,NVY,SML,488,10
WBW145NVYXLR,W145,NVY,XLR,736,20
WBW146BLK2XL003575,W146,BLK,2XL,71,10
WBW146BLKLAR003575,W146,BLK,LAR,93,16
WBW146BLKMED003575,W146,BLK,MED,143,15
WBW146BLKSML003575,W146,BLK,SML,71,10
WBW146BLKXLR003575,W146,BLK,XLR,69,12
WBW146CHALAR002,W146,CHA,LAR,83,4
WBW146CHAMED002,W146,CHA,MED,34,3
WBW146CHAXLR002,W146,CHA,XLR,65,4
WBW146GFTLAR002,W146,GFT,LAR,61,4
WBW146GFTMED002,W146,GFT,MED,31,3
WBW146GFTXLR002,W146,GFT,XLR,39,4
WBW146LLCLAR002,W146,LLC,LAR,46,4
WBW146LLCMED002,W146,LLC,MED,27,3
WBW146LLCXLR002,W146,LLC,XLR,32,4
WBW146LTG2XL003575,W146,LTG,2XL,71,10
WBW146LTGLAR003575,W146,LTG,LAR,93,16
WBW146LTGMED003575,W146,LTG,MED,143,15
WBW146LTGSML003575,W146,LTG,SML,71,10
WBW146LTGXLR003575,W146,LTG,XLR,69,12
WBW146MNB2XL003575,W146,MNB,2XL,69,10
WBW146MNBLAR003575,W146,MNB,LAR,112,19
WBW146MNBMED003575,W146,MNB,MED,143,15
WBW146MNBSML003575,W146,MNB,SML,71,10
WBW146MNBXLR003575,W146,MNB,XLR,85,14
WBW146MTGLAR002,W146,MTG,LAR,48,4
WBW146MTGXLR002,W146,MTG,XLR,28,4
WBW146OBR2XL003575,W146,OBR,2XL,83,10
WBW146OBRLAR003575,W146,OBR,LAR,92,16
WBW146OBRMED003575,W146,OBR,MED,143,15
WBW146OBRSML003575,W146,OBR,SML,71,10
WBW146OBRXLR003575,W146,OBR,XLR,69,12
WBW146TEL2XL003575,W146,TEL,2XL,71,10
WBW146TELLAR003575,W146,TEL,LAR,93,16
WBW146TELMED003575,W146,TEL,MED,143,15
WBW146TELSML003575,W146,TEL,SML,71,10
WBW146TELXLR003575,W146,TEL,XLR,69,12
WBW146VIO2XL003575,W146,VIO,2XL,77,10
WBW146VIOLAR002,W146,VIO,LAR,50,4
WBW146VIOLAR003575,W146,VIO,LAR,105,18
WBW146VIOMED002,W146,VIO,MED,29,3
WBW146VIOMED003575,W146,VIO,MED,155,15
WBW146VIOSML003575,W146,VIO,SML,77,10
WBW146VIOXLR002,W146,VIO,XLR,30,4
WBW146VIOXLR003575,W146,VIO,XLR,80,14
WBW146WLGLAR002,W146,WLG,LAR,30,4
WBW146WLGXLR002,W146,WLG,XLR,21,4
WJWM16BLK2XL899,WM16,BLK,2XL,293,10
WJWM16BLKLAR899,WM16,BLK,LAR,430,20
WJWM16BLKMED899,WM16,BLK,MED,303,15
WJWM16BLKSML899,WM16,BLK,SML,102,10
WJWM16BLKXLR,WM16,BLK,XLR,17,3
WJWM16BLKXLR899,WM16,BLK,XLR,520,20
WJWM16BTE2XL,WM16,BTE,2XL,144,10
WJWM16BTELAR,WM16,BTE,LAR,243,20
WJWM16BTEMED,WM16,BTE,MED,176,15
WJWM16BTESML,WM16,BTE,SML,65,10
WJWM16BTEXLR,WM16,BTE,XLR,235,20
WJWM16LTG2XL,WM16,LTG,2XL,108,10
WJWM16LTGLAR,WM16,LTG,LAR,216,3
WJWM16LTGMED,WM16,LTG,MED,141,14
WJWM16LTGXLR,WM16,LTG,XLR,234,20
WJWM16OBR2XL899,WM16,OBR,2XL,107,10
WJWM16OBRLAR899,WM16,OBR,LAR,125,20
WJWM16OBRMED899,WM16,OBR,MED,52,9
WJWM16OBRSML899,WM16,OBR,SML,15,3
WJWM16OBRXLR899,WM16,OBR,XLR,247,20
WJWM16OGY2XL899,WM16,OGY,2XL,72,10
WJWM16OGYLAR899,WM16,OGY,LAR,115,13
WJWM16OGYMED899,WM16,OGY,MED,62,11
WJWM16OGYXLR899,WM16,OGY,XLR,175,20
WJWM86BLE2XL879,WM86,BLE,2XL,390,10
WJWM86BLELAR879,WM86,BLE,LAR,828,20
WJWM86BLEMED879,WM86,BLE,MED,606,15
WJWM86BLESML879,WM86,BLE,SML,354,10
WJWM86BLEXLR879,WM86,BLE,XLR,732,20
WJWM86BLK2XL879,WM86,BLK,2XL,850,10
WJWM86BLKLAR879,WM86,BLK,LAR,1637,20
WJWM86BLKMED879,WM86,BLK,MED,1273,15
WJWM86BLKSML879,WM86,BLK,SML,761,10
WJWM86BLKXLR879,WM86,BLK,XLR,1461,20
WJWM86OBR2XL879,WM86,OBR,2XL,336,10
WJWM86OBRLAR879,WM86,OBR,LAR,774,20
WJWM86OBRMED879,WM86,OBR,MED,576,15
WJWM86OBRSML879,WM86,OBR,SML,338,10
WJWM86OBRXLR879,WM86,OBR,XLR,693,20
WJWM86OGY2XL879,WM86,OGY,2XL,360,10
WJWM86OGYLAR879,WM86,OGY,LAR,684,20
WJWM86OGYMED879,WM86,OGY,MED,514,15
WJWM86OGYSML879,WM86,OGY,SML,300,10
WJWM86OGYXLR879,WM86,OGY,XLR,646,20
WJWM86WLG2XL879,WM86,WLG,2XL,388,10
WJWM86WLGLAR879,WM86,WLG,LAR,798,20
WJWM86WLGMED879,WM86,WLG,MED,605,15
WJWM86WLGSML879,WM86,WLG,SML,354,10
WJWM86WLGXLR879,WM86,WLG,XLR,731,20
WPOR75BLK2XLR649,OR75,BLK,2XL,34,6
WPOR75BLKLAR649,OR75,BLK,LAR,81,9
WPOR75BLKLAR699,OR75,BLK,LAR,57,10
WPOR75BLKXLR649,OR75,BLK,XLR,50,8
WPOR75BLKXLR699,OR75,BLK,XLR,60,10
WPW115FPEMED,W115,FPE,MED,40,3
WPW133LGMXLR,W133,LGM,XLR,15,3
WPW134BLK2XL629,W134,BLK,2XL,98,7
WPW134BLKLAR629,W134,BLK,LAR,40,7
WPW134BLKMED629,W134,BLK,MED,65,7
WPW134BLKSML629,W134,BLK,SML,29,4
WPW134BLKXLR629,W134,BLK,XLR,35,6
WPW139BLKMED,W139,BLK,MED,48,4
WPW139TRNLAR,W139,TRN,LAR,23,3
WPW139VIOXLR,W139,VIO,XLR,26,3
WPW144NYBLAR,W144,NYB,LAR,37,3
WPW144SKOXLR,W144,SKO,XLR,21,3
WPW152BLKLAR,W152,BLK,LAR,38,5
WPW152BLKMED,W152,BLK,MED,25,4
WPW152BLKXLR,W152,BLK,XLR,40,5
WPW152OBRLAR,W152,OBR,LAR,27,3
WPW152TSPXLR,W152,TSP,XLR,21,3
WPW155AGYLAR003759,W155,AGY,LAR,120,20
WPW155AGYMED003759,W155,AGY,MED,80,14
WPW155AGYSML003759,W155,AGY,SML,40,7
WPW155AGYXLR003759,W155,AGY,XLR,40,7
WPW155BLKLAR003759,W155,BLK,LAR,80,14
WPW155BLKSML003759,W155,BLK,SML,80,10
WPW155CHAMED002,W155,CHA,MED,12,3
WPW155CNG2XL003759,W155,CNG,2XL,40,7
WPW155CNGLAR003759,W155,CNG,LAR,80,7
WPW155CNGMED003759,W155,CNG,MED,80,14
WPW155CNGSML003759,W155,CNG,SML,42,7
WPW155CNGXLR003759,W155,CNG,XLR,200,20
WPW155GFT2XL003759,W155,GFT,2XL,40,7
WPW155GFTLAR003759,W155,GFT,LAR,160,20
WPW155GFTMED003759,W155,GFT,MED,120,15
WPW155GFTSML003759,W155,GFT,SML,38,6
WPW155GFTXLR003759,W155,GFT,XLR,80,14
WPW155LTG2XL003759,W155,LTG,2XL,40,7
WPW155LTGLAR003759,W155,LTG,LAR,120,20
WPW155LTGMED003759,W155,LTG,MED,120,15
WPW155LTGXLR003759,W155,LTG,XLR,159,20
WPW155NYBMED002,W155,NYB,MED,44,3
WPW155OBR2XL003759,W155,OBR,2XL,40,7
WPW155OBRLAR003759,W155,OBR,LAR,40,7
WPW155OBRMED003759,W155,OBR,MED,80,14
WPW162BLK2XL699,W162,BLK,2XL,77,8
WPW162BLKLAR699,W162,BLK,LAR,52,8
WPW162BLKMED699,W162,BLK,MED,113,8
WPW162BLKSML699,W162,BLK,SML,14,3
WPW162BLKXLR699,W162,BLK,XLR,36,6
WPW173MTGLAR,W173,MTG,LAR,27,3
WPW210BLE2XL749,W210,BLE,2XL,90,10
WPW210BLELAR749,W210,BLE,LAR,252,20
WPW210BLEMED749,W210,BLE,MED,258,15
WPW210BLESML749,W210,BLE,SML,114,10
WPW210BLEXLR749,W210,BLE,XLR,252,20
WPW210BLK2XL749,W210,BLK,2XL,257,10
WPW210BLKLAR749,W210,BLK,LAR,587,20
WPW210BLKMED749,W210,BLK,MED,595,15
WPW210BLKSML749,W210,BLK,SML,281,10
WPW210BLKXLR749,W210,BLK,XLR,589,20
WPW210BOE2XL749,W210,BOE,2XL,90,10
WPW210BOELAR749,W210,BOE,LAR,251,20
WPW210BOEMED749,W210,BOE,MED,259,15
WPW210BOESML749,W210,BOE,SML,114,10
WPW210BOEXLR749,W210,BOE,XLR,252,20
WPW210GFT2XL749,W210,GFT,2XL,90,10
WPW210GFTLAR749,W210,GFT,LAR,255,20
WPW210GFTMED749,W210,GFT,MED,253,15
WPW210GFTSML749,W210,GFT,SML,114,10
WPW210GFTXLR749,W210,GFT,XLR,252,20
WPW210OGY2XL749,W210,OGY,2XL,96,10
WPW210OGYLAR749,W210,OGY,LAR,264,20
WPW210OGYMED749,W210,OGY,MED,264,15
WPW210OGYSML749,W210,OGY,SML,120,10
WPW210OGYXLR749,W210,OGY,XLR,264,20
WPWL20BLK2XL839,WL20,BLK,2XL,451,10
WPWL20BLKLAR839,WL20,BLK,LAR,925,20
WPWL20BLKMED839,WL20,BLK,MED,762,15
WPWL20BLKSML839,WL20,BLK,SML,555,10
WPWL20BLKXLR839,WL20,BLK,XLR,968,20
WPWL20BTE2XL839,WL20,BTE,2XL,157,10
WPWL20BTELAR839,WL20,BTE,LAR,342,20
WPWL20BTEMED839,WL20,BTE,MED,414,15
WPWL20BTESML839,WL20,BTE,SML,184,10
WPWL20BTEXLR839,WL20,BTE,XLR,363,20
WPWL20GFT2XL839,WL20,GFT,2XL,139,10
WPWL20GFTLAR839,WL20,GFT,LAR,358,20
WPWL20GFTMED839,WL20,GFT,MED,414,15
WPWL20GFTSML839,WL20,GFT,SML,200,10
WPWL20GFTXLR839,WL20,GFT,XLR,358,20
WPWL20NVY2XL839,WL20,NVY,2XL,167,10
WPWL20NVYLAR839,WL20,NVY,LAR,373,20
WPWL20NVYMED839,WL20,NVY,MED,427,15
WPWL20NVYSML839,WL20,NVY,SML,223,10
WPWL20NVYXLR839,WL20,NVY,XLR,372,20
WPWL20WLG2XL839,WL20,WLG,2XL,191,10
WPWL20WLGLAR839,WL20,WLG,LAR,409,20
WPWL20WLGMED839,WL20,WLG,MED,440,15
WPWL20WLGSML839,WL20,WLG,SML,207,10
WPWL20WLGXLR839,WL20,WLG,XLR,347,20
WPWR89VIOXLR,WR89,VIO,XLR,22,3
WTW105BLK2XL339,W105,BLK,2XL,31,5
WTW105BLKLAR339,W105,BLK,LAR,56,10
WTW105BLKMED339,W105,BLK,MED,77,13
WTW105BLKXLR339,W105,BLK,XLR,51,9
WTW105LLC2XL339,W105,LLC,2XL,49,8
WTW105LLCLAR339,W105,LLC,LAR,87,15
WTW105LLCMED339,W105,LLC,MED,98,15
WTW105LLCSML339,W105,LLC,SML,33,6
WTW105LLCXLR339,W105,LLC,XLR,60,10
WTW105PCH2XL339,W105,PCH,2XL,43,7
WTW105PCHLAR339,W105,PCH,LAR,101,17
WTW105PCHMED339,W105,PCH,MED,116,15
WTW105PCHSML339,W105,PCH,SML,32,5
WTW105PCHXLR339,W105,PCH,XLR,68,12
WTW105SDL2XL339,W105,SDL,2XL,24,4
WTW105SDLLAR339,W105,SDL,LAR,53,9
WTW105SDLMED339,W105,SDL,MED,66,11
WTW105SDLXLR339,W105,SDL,XLR,31,5
WTW105TEL2XL339,W105,TEL,2XL,46,8
WTW105TELLAR339,W105,TEL,LAR,89,15
WTW105TELMED339,W105,TEL,MED,103,15
WTW105TELSML339,W105,TEL,SML,22,4
WTW105TELXLR339,W105,TEL,XLR,67,11
WTW105VIO2XL339,W105,VIO,2XL,42,7
WTW105VIOLAR339,W105,VIO,LAR,89,15
WTW105VIOMED339,W105,VIO,MED,115,15
WTW105VIOSML339,W105,VIO,SML,33,6
WTW105VIOXLR339,W105,VIO,XLR,32,5
WTW132CME2XL,W132,CME,2XL,24,3
WTW132CMELAR,W132,CME,LAR,26,4
WTW132DPM2XL,W132,DPM,2XL,54,4
WTW132DPMLAR,W132,DPM,LAR,19,3
WTW132GCM2XL,W132,GCM,2XL,24,3
WTW132GCMLAR,W132,GCM,LAR,65,4
WTW132HRM2XL,W132,HRM,2XL,54,3
WTW132HRMLAR,W132,HRM,LAR,65,4
WTW132LGM2XL,W132,LGM,2XL,54,3
WTW132LGMLAR,W132,LGM,LAR,58,4
WTW132NBMLAR,W132,NBM,LAR,40,4
WTW158BLK2XL549,W158,BLK,2XL,114,10
WTW158BLKLAR549,W158,BLK,LAR,214,20
WTW158BLKMED549,W158,BLK,MED,360,15
WTW158BLKSML549,W158,BLK,SML,235,10
WTW158BLKXLR549,W158,BLK,XLR,89,15
WTW158CHA2XL549,W158,CHA,2XL,102,10
WTW158CHALAR549,W158,CHA,LAR,196,20
WTW158CHAMED549,W158,CHA,MED,334,15
WTW158CHASML549,W158,CHA,SML,222,10
WTW158CHAXLR549,W158,CHA,XLR,112,19
WTW158GFT2XL549,W158,GFT,2XL,102,10
WTW158GFTLAR549,W158,GFT,LAR,192,20
WTW158GFTMED549,W158,GFT,MED,334,15
WTW158GFTSML549,W158,GFT,SML,222,10
WTW158GFTXLR549,W158,GFT,XLR,201,20
WTW158MNB2XL549,W158,MNB,2XL,102,10
WTW158MNBLAR549,W158,MNB,LAR,192,20
WTW158MNBMED549,W158,MNB,MED,333,15
WTW158MNBSML549,W158,MNB,SML,222,10
WTW158MNBXLR549,W158,MNB,XLR,102,17
WTW158MTG2XL549,W158,MTG,2XL,88,10
WTW158MTGLAR549,W158,MTG,LAR,204,20
WTW158MTGMED549,W158,MTG,MED,340,15
WTW158MTGSML549,W158,MTG,SML,228,10
WTW158MTGXLR549,W158,MTG,XLR,214,20
WTW158YLW2XL549,W158,YLW,2XL,108,10
WTW158YLWLAR549,W158,YLW,LAR,204,20
WTW158YLWMED549,W158,YLW,MED,340,15
WTW158YLWSML549,W158,YLW,SML,228,10
WTW158YLWXLR549,W158,YLW,XLR,214,20
WTW171YLWLAR,W171,YLW,LAR,30,4
WTW188BLKLAR549,W188,BLK,LAR,40,7
WTW188BLKXLR549,W188,BLK,XLR,52,8
WTW188GFTLAR549,W188,GFT,LAR,27,5
WTW188LLCLAR549,W188,LLC,LAR,33,6
WTW188LLCXLR549,W188,LLC,XLR,41,7
WTW188MTGLAR549,W188,MTG,LAR,24,4
WTW188OBRLAR549,W188,OBR,LAR,37,6
WTW188OBRXLR549,W188,OBR,XLR,31,5
WTW188VIOLAR549,W188,VIO,LAR,44,7
WTW188VIOXLR549,W188,VIO,XLR,44,7
WTW192GFTLAR,W192,GFT,LAR,30,5
WTW192GFTMED,W192,GFT,MED,34,5
WTW192GFTXLR,W192,GFT,XLR,31,5
WTW194BLK2XL499,W194,BLK,2XL,53,9
WTW194BLKLAR499,W194,BLK,LAR,203,20
WTW194BLKMED499,W194,BLK,MED,209,15
WTW194BLKSML499,W194,BLK,SML,150,10
WTW194BLKXLR499,W194,BLK,XLR,156,20
WTW194BRD2XL499,W194,BRD,2XL,54,9
WTW194BRDLAR499,W194,BRD,LAR,204,20
WTW194BRDMED499,W194,BRD,MED,210,15
WTW194BRDSML499,W194,BRD,SML,149,10
WTW194BRDXLR499,W194,BRD,XLR,155,20
WTW194MNB2XL499,W194,MNB,2XL,54,9
WTW194MNBLAR499,W194,MNB,LAR,204,20
WTW194MNBMED499,W194,MNB,MED,210,15
WTW194MNBSML499,W194,MNB,SML,150,10
WTW194MNBXLR499,W194,MNB,XLR,204,20
WTW194MTG2XL499,W194,MTG,2XL,54,9
WTW194MTGLAR499,W194,MTG,LAR,206,20
WTW194MTGMED499,W194,MTG,MED,210,15
WTW194MTGSML499,W194,MTG,SML,150,10
WTW194MTGXLR499,W194,MTG,XLR,204,20
WTW194NYB2XL499,W194,NYB,2XL,60,10
WTW194NYBLAR499,W194,NYB,LAR,218,20
WTW194NYBMED499,W194,NYB,MED,216,15
WTW194NYBSML499,W194,NYB,SML,156,10
WTW194NYBXLR499,W194,NYB,XLR,216,20
WTW194YLW2XL499,W194,YLW,2XL,60,10
WTW194YLWLAR499,W194,YLW,LAR,216,20
WTW194YLWMED499,W194,YLW,MED,216,15
WTW194YLWSML499,W194,YLW,SML,156,10
WTW194YLWXLR499,W194,YLW,XLR,215,20
WTW209BLE2XL749,W209,BLE,2XL,19,3
WTW209BLELAR749,W209,BLE,LAR,50,8
WTW209BLEMED749,W209,BLE,MED,53,9
WTW209BLESML749,W209,BLE,SML,18,3
WTW209BLEXLR749,W209,BLE,XLR,45,8
WTW209BLK2XL749,W209,BLK,2XL,68,10
WTW209BLKLAR749,W209,BLK,LAR,179,20
WTW209BLKMED749,W209,BLK,MED,184,15
WTW209BLKSML749,W209,BLK,SML,84,10
WTW209BLKXLR749,W209,BLK,XLR,179,20
WTW209BOE2XL749,W209,BOE,2XL,25,4
WTW209BOELAR749,W209,BOE,LAR,55,9
WTW209BOEMED749,W209,BOE,MED,65,11
WTW209BOESML749,W209,BOE,SML,27,5
WTW209BOEXLR749,W209,BOE,XLR,58,10
WTW209GFT2XL749,W209,GFT,2XL,25,4
WTW209GFTLAR749,W209,GFT,LAR,55,9
WTW209GFTMED749,W209,GFT,MED,33,6
WTW209GFTSML749,W209,GFT,SML,27,5
WTW209GFTXLR749,W209,GFT,XLR,58,10
WTW209OGY2XL749,W209,OGY,2XL,28,5
WTW209OGYLAR749,W209,OGY,LAR,61,10
WTW209OGYMED749,W209,OGY,MED,68,12
WTW209OGYSML749,W209,OGY,SML,30,5
WTW209OGYXLR749,W209,OGY,XLR,64,11
WTWL19BLK2XL699,WL19,BLK,2XL,419,10
WTWL19BLKLAR699,WL19,BLK,LAR,923,20
WTWL19BLKMED699,WL19,BLK,MED,998,15
WTWL19BLKSML699,WL19,BLK,SML,424,10
WTWL19BLKXLR699,WL19,BLK,XLR,932,20
WTWL19BTE2XL699,WL19,BTE,2XL,160,10
WTWL19BTELAR699,WL19,BTE,LAR,405,20
WTWL19BTEMED699,WL19,BTE,MED,412,15
WTWL19BTESML699,WL19,BTE,SML,198,10
WTWL19BTEXLR699,WL19,BTE,XLR,413,20
WTWL19GFT2XL699,WL19,GFT,2XL,162,10
WTWL19GFTLAR699,WL19,GFT,LAR,409,20
WTWL19GFTMED699,WL19,GFT,MED,415,15
WTWL19GFTSML699,WL19,GFT,SML,200,10
WTWL19GFTXLR699,WL19,GFT,XLR,413,20
WTWL19NVY2XL699,WL19,NVY,2XL,148,10
WTWL19NVYLAR699,WL19,NVY,LAR,421,20
WTWL19NVYMED699,WL19,NVY,MED,424,15
WTWL19NVYSML699,WL19,NVY,SML,204,10
